11111,abajo
11112,abandonado
11113,abandonan
11114,abandonar
11115,abandono
11116,abaratar
11121,abarcaba
11122,abastecer
11123,abatido
11124,abeja
11125,abejas
11126,abertura
11131,abierta
11132,abierto
11133,abiertos
11134,abismos
11135,abogado
11136,abogados
11141,abolir
11142,abonado
11143,abono
11144,abonos
11145,abordado
11146,abordaje
11151,abordan
11152,abordar
11153,aborigen
11154,aborto
11155,abran
11156,abrazaba
11161,abrazar
11162,abrazo
11163,abrazos
11164,abridor
11165,abriendo
11166,abrigo
11211,abrimos
11212,abrir
11213,abrirla
11214,abrirle
11215,abrumado
11216,absoluta
11221,absolutos
11222,absorbe
11223,absorben
11224,absorber
11225,absorbido
11226,absorto
11231,abstracta
11232,abstractas
11233,abstractos
11234,absuelto
11235,absurdas
11236,absurdo
11241,abuela
11242,abuelita
11243,abuelo
11244,abultado
11245,abundan
11246,abundancia
11251,abundante
11252,aburrida
11253,abusivo
11254,abusos
11255,acababa
11256,acabado
11261,acabamos
11262,acabar
11263,acabara
11264,acaben
11265,acabo
11266,acaricia
11311,acariciaba
11312,acaso
11313,acceder
11314,accesorios
11315,accidente
11316,accidentes
11321,accionar
11322,acciones
11323,aceite
11324,acelera
11325,acelgas
11326,acentos
11331,acentuando
11332,acentuar
11333,acepciones
11334,aceptaba
11335,aceptable
11336,aceptables
11341,aceptada
11342,aceptado
11343,aceptados
11344,aceptan
11345,aceptar
11346,aceptara
11351,acepte
11352,acepto
11353,acera
11354,aceras
11355,acercaban
11356,acercan
11361,acercar
11362,acercara
11363,acercaron
11364,acero
11365,acertada
11366,acertado
11411,acevedo
11412,acicate
11413,acierta
11414,aclarado
11415,aclarando
11416,acoge
11421,acogedor
11422,acogen
11423,acoger
11424,acometer
11425,acomoda
11426,acomodada
11431,acomodar
11432,aconseja
11433,aconsejado
11434,aconsejan
11435,aconsejar
11436,aconsejo
11441,acontecido
11442,acopio
11443,acordado
11444,acorde
11445,acordes
11446,acortar
11451,acosta
11452,acostado
11453,acostarse
11454,acostumbra
11455,acrecentar
11456,acredita
11461,acreditada
11462,acreditado
11463,actas
11464,actitud
11465,actitudes
11466,activista
11511,activistas
11512,actores
11513,actrices
11514,actuado
11515,actualidad
11516,actuando
11521,acuario
11522,acuda
11523,acude
11524,acudido
11525,acudiendo
11526,acudir
11531,acuerda
11532,acuerde
11533,acumuladas
11534,acumulador
11535,acumulan
11536,acusada
11541,acusadas
11542,acusado
11543,acusador
11544,acusados
11545,acusando
11546,adaptadas
11551,adaptado
11552,adaptan
11553,adaptar
11554,adecuada
11555,adecuar
11556,adelantada
11561,adelantar
11562,adelante
11563,adelanto
11564,adentrarse
11565,adherirse
11566,adhesiones
11611,adicto
11612,adictos
11613,adivina
11614,adivino
11615,adjetivo
11616,adjudica
11621,adjudicar
11622,adjunto
11623,admira
11624,admiraba
11625,admirable
11626,admirar
11631,admiro
11632,admisible
11633,admiten
11634,admitido
11635,admitidos
11636,admitiendo
11641,admitir
11642,admito
11643,adobe
11644,adolf
11645,adoptada
11646,adoptadas
11651,adoptar
11652,adoraba
11653,adornan
11654,adorno
11655,adornos
11656,adoro
11661,adquieran
11662,adquieren
11663,adquirido
11664,adquirir
11665,adscrito
11666,aduaneros
12111,aduciendo
12112,adultos
12113,adversario
12114,adversidad
12115,adversos
12116,advierte
12121,advierto
12122,adyacentes
12123,aeronave
12124,aeronaves
12125,afable
12126,afanes
12131,afectaban
12132,afectadas
12133,afecten
12134,afectiva
12135,afectivo
12136,afectivos
12141,afectos
12142,afeitar
12143,aferra
12144,aferrado
12145,afiches
12146,aficiones
12151,afilada
12152,afinidad
12153,afirmaban
12154,afirmado
12155,afirmando
12156,afirmarse
12161,afirmativa
12162,afloja
12163,aforo
12164,afortunado
12165,afrenta
12166,africana
12211,africano
12212,afrontar
12213,aftosa
12214,afuera
12215,agarra
12216,agarrar
12221,agazapado
12222,agenda
12223,agente
12224,agilizar
12225,agitaba
12226,agitada
12231,agitar
12232,agobiante
12233,agobio
12234,agosto
12235,agota
12236,agotan
12241,agradables
12242,agrarias
12243,agravada
12244,agravado
12245,agravante
12246,agravar
12251,agravios
12252,agredido
12253,agredir
12254,agrega
12255,agregado
12256,agregados
12261,agregamos
12262,agregando
12263,agregarle
12264,agresivo
12265,agresivos
12266,agresor
12311,agresores
12312,agridulce
12313,agrupados
12314,agrupar
12315,aguanta
12316,aguarda
12321,aguardaban
12322,aguas
12323,agudas
12324,aguilar
12325,aguilas
12326,agujas
12331,agujeros
12332,ahogada
12333,ahogados
12334,ahorcado
12335,ahorra
12336,ahumada
12341,ahumado
12342,airado
12343,aires
12344,airoso
12345,aisladas
12346,aislantes
12351,ajena
12352,ajuria
12353,ajustada
12354,ajustadas
12355,ajustados
12356,ajustar
12361,ajustarse
12362,ajuste
12363,alabanza
12364,alambre
12365,alargada
12366,alaridos
12411,alarmado
12412,alarmante
12413,alarmantes
12414,albania
12415,alberga
12416,albergaba
12421,albergar
12422,albergue
12423,alborozo
12424,alcachofas
12425,alcalde
12426,alcaldesa
12431,alcance
12432,alcanzada
12433,alcanzado
12434,alcanzamos
12435,alcanzando
12436,alcanzara
12441,alcanzaron
12442,alces
12443,alcista
12444,alcohol
12445,aldeas
12446,aleatoria
12451,aleatorio
12452,alegan
12453,alegando
12454,alegar
12455,alegato
12456,aleja
12461,alejadas
12462,alejado
12463,alejando
12464,alejo
12465,alelos
12466,alemana
12511,alentado
12512,alentador
12513,alergia
12514,alerta
12515,alesio
12516,alfareros
12521,alfiler
12522,alfombra
12523,alfombras
12524,algarrobo
12525,algoritmo
12526,alguacil
12531,alguien
12532,alguna
12533,algunas
12534,aliado
12535,aliados
12536,alianzas
12541,alias
12542,alicante
12543,alice
12544,alienta
12545,aliento
12546,alimentaba
12551,alimentada
12552,alimentan
12553,alimentos
12554,alivio
12555,almacenada
12556,almacenado
12561,almacenar
12562,almejas
12563,almendra
12564,almirante
12565,almohada
12566,almorzar
12611,almuerzo
12612,almuerzos
12613,alojado
12614,alquilado
12615,alquimia
12616,alrededor
12621,altagracia
12622,altera
12623,alterada
12624,alterado
12625,alterados
12626,alteran
12631,alterar
12632,alterna
12633,alteza
12634,altiplano
12635,altitud
12636,altiva
12641,altura
12642,alturas
12643,alude
12644,aluden
12645,aludiendo
12646,aludir
12651,alumnas
12652,alusiones
12653,alvar
12654,alvaro
12655,alzada
12656,alzado
12661,alzados
12662,alzando
12663,alzar
12664,alzaron
12665,amaba
12666,amabilidad
13111,amado
13112,amago
13113,amalgama
13114,amanecer
13115,amante
13116,amantes
13121,amarga
13122,amargas
13123,amargo
13124,amargura
13125,amarilla
13126,amarillas
13131,amarillos
13132,amarrado
13133,ambas
13134,ambiciones
13135,ambiciosos
13136,ambiente
13141,ambrosio
13142,ambulancia
13143,ambulantes
13144,amedo
13145,amena
13146,amenazaban
13151,amenazada
13152,amenazadas
13153,amenazado
13154,amenazador
13155,amenazando
13156,amenazar
13161,amenazas
13162,americanos
13163,amiga
13164,amistad
13165,amistades
13166,amistosa
13211,amorosa
13212,amorosas
13213,ampara
13214,amplia
13215,ampliada
13216,ampliando
13221,amplio
13222,amplios
13223,ampollas
13224,anales
13225,analiza
13226,analizado
13231,analizados
13232,analizamos
13233,analizan
13234,analizando
13235,analizar
13236,analizaron
13241,anarquista
13242,ancestros
13243,anchoas
13244,anchura
13245,ancianas
13246,anciano
13251,ancianos
13252,anclado
13253,andaban
13254,andaluz
13255,andaluzas
13256,andan
13261,andanzas
13262,andar
13263,andas
13264,andes
13265,andrea
13266,anduve
13311,anduvo
13312,anemia
13313,anestesia
13314,angeles
13315,angelito
13316,angelo
13321,angosta
13322,angosto
13323,anguita
13324,angustiada
13325,angustias
13326,anhelo
13331,anima
13332,animaba
13333,animado
13334,animador
13335,animal
13336,animalitos
13341,aniquilar
13342,anoche
13343,anochecer
13344,anonimato
13345,anota
13346,anotadas
13351,ansia
13352,ansias
13353,ansiedad
13354,antebrazo
13355,antecesor
13356,antemano
13361,antena
13362,antenas
13363,anteojos
13364,anterior
13365,anteriores
13366,antes
13411,antesala
13412,anticipo
13413,antidroga
13414,antidrogas
13415,antigua
13416,antiguas
13421,antiguos
13422,antioquia
13423,antojaba
13424,antojo
13425,antorcha
13426,antorchas
13431,anula
13432,anuncia
13433,anunciaba
13434,anunciaban
13435,anunciada
13436,anunciadas
13441,anunciado
13442,anunciados
13443,anuncian
13444,anunciando
13445,anunciar
13446,anuncio
13451,anuncios
13452,apagan
13453,apagando
13454,aparato
13455,aparcado
13456,aparecido
13461,aparecidos
13462,apareciera
13463,aparente
13464,aparentes
13465,aparezca
13466,aparezcan
13511,apariencia
13512,apartando
13513,apartar
13514,apartarse
13515,aparte
13516,apasionada
13521,apego
13522,apelando
13523,apelativo
13524,apellido
13525,apertura
13526,apetece
13531,aplacar
13532,aplastada
13533,aplaude
13534,aplauso
13535,aplausos
13536,aplazar
13541,aplicable
13542,aplicadas
13543,aplicando
13544,apoderados
13545,apoderarse
13546,apogeo
13551,aportados
13552,aportando
13553,aposento
13554,aposentos
13555,apostolado
13556,apoteosis
13561,apoyaba
13562,apoyaban
13563,apoyadas
13564,apoyados
13565,apoyan
13566,apoyaron
13611,apoyos
13612,apreciaba
13613,apreciados
13614,apremiante
13615,aprendan
13616,aprende
13621,aprender
13622,aprendices
13623,aprendida
13624,aprendiz
13625,apresurada
13626,apretaba
13631,apretados
13632,apretar
13633,aprieta
13634,aprisa
13635,aprobado
13636,aprobados
13641,apropiadas
13642,apropiado
13643,aproveche
13644,aproxima
13645,aproximan
13646,aprueban
13651,aptas
13652,aptos
13653,apuesta
13654,apuesto
13655,apuntado
13656,apuntan
13661,apuntando
13662,apuntar
13663,apuntaron
13664,apurado
13665,apuros
13666,aquel
14111,aquellas
14112,aquello
14113,aquellos
14114,aquilino
14115,arabe
14116,arabia
14121,aragonesa
14122,aragoneses
14123,arancel
14124,arango
14125,arbitraje
14126,arbitraria
14131,arbitrario
14132,arbolado
14133,arbustos
14134,arcaico
14135,archivo
14136,ardanza
14141,ardua
14142,arduo
14143,arenales
14144,arenas
14145,argelino
14146,argentino
14151,argentinos
14152,argumental
14153,argumento
14154,argumentos
14155,arias
14156,arica
14161,ariel
14162,aristide
14163,armada
14164,armadas
14165,armadores
14166,armados
14211,armadura
14212,armamento
14213,armamentos
14214,armar
14215,armas
14216,armenia
14221,armero
14222,armoniosa
14223,armonioso
14224,arnaldo
14225,aroma
14226,arquero
14231,arquetipos
14232,arquitecto
14233,arrabal
14234,arraigado
14235,arranca
14236,arrancan
14241,arrancarle
14242,arranque
14243,arrastrado
14244,arrastran
14245,arrastrar
14246,arrebata
14251,arreglaba
14252,arreglar
14253,arrestado
14254,arrestados
14255,arrestos
14256,arriba
14261,arribar
14262,arribo
14263,arriesgada
14264,arriesgar
14265,arrogancia
14266,arrogante
14311,arrojado
14312,arrojando
14313,arrojar
14314,arrojaron
14315,arrojo
14316,arroyo
14321,arrugado
14322,arruinado
14323,artefacto
14324,artefactos
14325,arterias
14326,artes
14331,artesano
14332,artesanos
14333,articula
14334,articulo
14335,artificial
14336,artificio
14341,arturo
14342,arvejas
14343,arzobispo
14344,asalariado
14345,asaltado
14346,asaltantes
14351,asaltar
14352,asaltaron
14353,asamblea
14354,asambleas
14355,ascender
14356,ascendido
14361,ascensor
14362,ascienden
14363,aseguraba
14364,asegurado
14365,asegurados
14366,aseguraron
14411,asemeja
14412,asentada
14413,asentado
14414,asequible
14415,asesina
14416,asesinadas
14421,asesinado
14422,asesinar
14423,asesinaron
14424,asesinato
14425,asesora
14426,asienta
14431,asiento
14432,asientos
14433,asigna
14434,asignado
14435,asignar
14436,asilo
14441,asimilar
14442,asiste
14443,asistida
14444,asistido
14445,asistieron
14446,asociada
14451,asociativo
14452,asoma
14453,asomaba
14454,asomaban
14455,asomar
14456,asombrado
14461,asombrados
14462,asombroso
14463,aspectos
14464,aspira
14465,aspiraba
14466,aspiran
14511,aspirar
14512,astilleros
14513,astral
14514,astro
14515,astros
14516,astucia
14521,asturiano
14522,asturianos
14523,asturias
14524,asume
14525,asumen
14526,asumida
14531,asumidas
14532,asumido
14533,asumidos
14534,asumieron
14535,asunto
14536,asuntos
14541,asustar
14542,ataca
14543,atacada
14544,atacado
14545,atacados
14546,atacando
14551,atacante
14552,atacantes
14553,atacaron
14554,atada
14555,ataduras
14556,atajar
14561,atalaya
14562,atardecer
14563,atender
14564,atendida
14565,atendidos
14566,atendiendo
14611,atentado
14612,atentados
14613,atentan
14614,atentos
14615,atenuar
14616,aterrizar
14621,atiende
14622,atienza
14623,atlas
14624,atleta
14625,atletismo
14626,atractiva
14631,atraen
14632,atraer
14633,atrapado
14634,atrapados
14635,atrasado
14636,atravesado
14641,atravesar
14642,atraviesan
14643,atrayente
14644,atreverse
14645,atribuida
14646,atribuir
14651,atribuirse
14652,atributos
14653,atrio
14654,atropellos
14655,atuendo
14656,aturdido
14661,audaz
14662,audiencias
14663,audio
14664,auditivo
14665,auditor
14666,auditorio
15111,augusto
15112,aullidos
15113,aumentada
15114,aumentado
15115,aumentando
15116,aumentaron
15121,aumenten
15122,aunar
15123,aureola
15124,auristela
15125,ausencias
15126,ausente
15131,ausentes
15132,austeridad
15133,austero
15134,australes
15135,australia
15136,austria
15141,autobuses
15142,autoestima
15143,automotor
15144,automotriz
15145,autopista
15146,autopsia
15151,autorice
15152,autoriza
15153,auxiliar
15154,auxilios
15155,avala
15156,avalancha
15161,avance
15162,avanza
15163,avanzaba
15164,avanzaban
15165,avanzando
15166,avanzaron
15211,avaricia
15212,avellaneda
15213,avenidas
15214,aventura
15215,aventurado
15216,averiguar
15221,avidez
15222,avioneta
15223,avionetas
15224,avisado
15225,aviso
15231,avisos
15232,ayuda
15233,ayudan
15234,ayudarles
15235,ayudarlo
15236,ayudarnos
15241,ayudas
15242,ayude
15243,ayunas
15244,azafata
15245,azote
15246,azteca
15251,aztecas
15252,azucarera
15253,azucarero
15254,azucena
15255,azulejos
15256,bacalao
15261,baila
15262,bailaba
15263,bailaban
15264,bailando
15265,bailarina
15266,bailarinas
15311,bailarines
15312,baile
15313,bajada
15314,bajar
15315,bajaron
15316,bajarse
15321,balanceo
15322,balances
15323,balanza
15324,balazos
15325,balboa
15326,baldosas
15331,ballena
15332,balneario
15333,baloncesto
15334,banal
15335,bancada
15336,bancario
15341,bancarios
15342,bancarrota
15343,banco
15344,bancos
15345,bandas
15346,bandeja
15351,bandidos
15352,bangkok
15353,banqueta
15354,baraja
15355,barajas
15356,barandilla
15361,baratas
15362,baratos
15363,barbaridad
15364,barbarie
15365,barbero
15366,barca
15411,barda
15412,barniz
15413,barra
15414,barre
15415,barrera
15416,barreras
15421,barril
15422,barriles
15423,barro
15424,barroca
15425,barroco
15426,barrocos
15431,barros
15432,barthes
15433,basaba
15434,basada
15435,basal
15436,basan
15441,basarse
15442,basilea
15443,basilio
15444,basta
15445,bastado
15446,bastante
15451,bastones
15452,basura
15453,basuras
15454,batalla
15455,batallas
15456,bateo
15461,batido
15462,bautizada
15463,beata
15464,beato
15465,bebedor
15466,bebedores
15511,beben
15512,bebeto
15513,bebida
15514,bebidas
15515,bebido
15516,bebiendo
15521,becas
15522,beirut
15523,belga
15524,belgrano
15525,bella
15526,belleza
15531,bellos
15532,benefactor
15533,beneficia
15534,beneficiar
15535,berenjenas
15536,bermejo
15541,besan
15542,besar
15543,besarla
15544,besos
15545,bestia
15546,biblioteca
15551,bicicletas
15552,bienes
15553,bigotes
15554,bilateral
15555,billetes
15556,billones
15561,binacional
15562,biomasa
15563,bipolar
15564,blancas
15565,blancura
15566,blando
15611,blanqueo
15612,blasco
15613,blindados
15614,bloque
15615,bloqueado
15616,bloquear
15621,bloqueo
15622,blusa
15623,bobadilla
15624,bocadillo
15625,bocanada
15626,bocetos
15631,bodas
15632,boina
15633,bolas
15635,bolero
15636,boleros
15641,boletos
15642,boliviana
15643,boliviano
15644,bolivianos
15645,bolos
15646,bolsas
15651,bolsillo
15652,bolsillos
15653,bolso
15654,bomba
15655,bombas
15656,bombilla
15661,bombillas
15662,bonanza
15663,bondad
15664,bondades
15665,bondadoso
15666,bonita
16111,bonos
16112,boquilla
16113,borda
16114,bordado
16115,bordados
16116,bordeando
16121,bordes
16122,boricua
16123,borracho
16124,borrachos
16125,borrador
16126,borrar
16131,borrasca
16132,borrosa
16133,borroso
16134,bosnia
16135,bosnios
16136,bosque
16141,botellas
16142,botero
16143,botica
16144,botines
16145,boxeo
16146,brandy
16151,brasa
16152,brasil
16153,bravura
16154,brazos
16155,brecha
16156,breve
16161,breves
16162,brigadas
16163,brilla
16164,brillan
16165,brillante
16166,brillantes
16211,brillantez
16212,brinco
16213,brindar
16214,brisa
16215,brocha
16216,broma
16221,bronce
16222,bronquial
16223,brotaba
16224,brote
16225,bruja
16226,brumas
16231,bruscos
16232,brutales
16233,bucal
16234,buceo
16235,budapest
16236,bueyes
